,model,dic,model_type
753,angle_mod_276_1,-47184.634869151494,Collapsing Bounds
2266,angle_mod_531_1,-47184.23489435151,Collapsing Bounds
1492,angle_mod_235_1,-47176.53017204979,Collapsing Bounds
1816,angle_mod_1401_1,-47091.262389685064,Collapsing Bounds
2049,angle_mod_561_1,-47057.7779571925,Collapsing Bounds
1363,angle_mod_774_1,-47052.85863078235,Collapsing Bounds
330,angle_mod_2398_1,-47045.68075461411,Collapsing Bounds
1255,angle_mod_22_1,-46994.764640662535,Collapsing Bounds
1322,angle_mod_1423_1,-46980.946017615846,Collapsing Bounds
173,angle_mod_2052_1,-46973.10426428465,Collapsing Bounds
2449,angle_mod_418_1,-46951.808899636155,Collapsing Bounds
192,angle_mod_289_1,-46942.62987794656,Collapsing Bounds
752,angle_mod_1160_1,-46914.350110833475,Collapsing Bounds
2627,angle_mod_855_1,-46854.929991933204,Collapsing Bounds
1504,angle_mod_1318_1,-46797.36527950725,Collapsing Bounds
1745,angle_mod_111_1,-46784.36459280871,Collapsing Bounds
334,angle_mod_972_1,-46783.07745814831,Collapsing Bounds
2538,angle_mod_137_1,-46720.178681000594,Collapsing Bounds
1383,angle_mod_425_1,-46694.045715037464,Collapsing Bounds
1089,angle_mod_1454_1,-46675.34674136636,Collapsing Bounds
978,angle_mod_885_1,-46639.52064780374,Collapsing Bounds
137,angle_mod_315_1,-46612.527589483296,Collapsing Bounds
2002,angle_mod_2333_1,-46612.29041397223,Collapsing Bounds
2528,angle_mod_1763_1,-46583.09282301515,Collapsing Bounds
2053,angle_mod_424_1,-46558.959240003984,Collapsing Bounds
2349,angle_mod_225_1,-46543.944769773174,Collapsing Bounds
1117,angle_mod_1403_1,-46539.417196007584,Collapsing Bounds
310,angle_mod_1449_1,-46446.344527342335,Collapsing Bounds
1125,angle_mod_1395_1,-46399.34163203701,Collapsing Bounds
1197,angle_mod_406_1,-46395.38246776054,Collapsing Bounds
1837,angle_mod_469_1,-46303.786622679385,Collapsing Bounds
164,angle_mod_29_1,-46277.66851257301,Collapsing Bounds
1288,angle_mod_2366_1,-46237.14585130337,Collapsing Bounds
1719,angle_mod_516_1,-46194.59392913862,Collapsing Bounds
3,angle_mod_1255_1,-46178.07083668001,Collapsing Bounds
1814,angle_mod_1728_1,-46115.99114892929,Collapsing Bounds
1162,angle_mod_386_1,-46104.37163798541,Collapsing Bounds
1007,angle_mod_2054_1,-45976.48705372033,Collapsing Bounds
481,angle_mod_288_1,-45927.77868379276,Collapsing Bounds
2699,angle_mod_1915_1,-45805.93720242778,Collapsing Bounds
1239,angle_mod_471_1,-45751.02462293598,Collapsing Bounds
1022,angle_mod_1414_1,-45689.63938514825,Collapsing Bounds
2116,angle_mod_252_1,-45639.80673692582,Collapsing Bounds
1489,angle_mod_409_1,-45551.095657442725,Collapsing Bounds
2157,angle_mod_2314_1,-45385.04598755819,Collapsing Bounds
1323,angle_mod_1589_1,-45325.26269473707,Collapsing Bounds
2245,angle_mod_136_1,-45267.74462989507,Collapsing Bounds
1046,angle_mod_580_1,-45135.48139143281,Collapsing Bounds
1631,angle_mod_2257_1,-45103.712776372566,Collapsing Bounds
431,angle_mod_1167_1,-45087.53090276383,Collapsing Bounds
2228,angle_mod_287_1,-45080.08074835783,Collapsing Bounds
2145,angle_mod_1810_1,-45051.07726969765,Collapsing Bounds
1750,angle_mod_1987_1,-44998.59378289268,Collapsing Bounds
593,angle_mod_768_1,-44992.74196173904,Collapsing Bounds
1914,angle_mod_326_1,-44966.544189807886,Collapsing Bounds
622,angle_mod_380_1,-44912.370036396715,Collapsing Bounds
57,angle_mod_44_1,-44900.063276651235,Collapsing Bounds
1673,angle_mod_239_1,-44869.71441138031,Collapsing Bounds
1177,angle_mod_1439_1,-44836.25935201438,Collapsing Bounds
2690,angle_mod_1780_1,-44813.2503673157,Collapsing Bounds
1328,angle_mod_220_1,-44645.8451648968,Collapsing Bounds
2223,angle_mod_268_1,-44617.986830024995,Collapsing Bounds
1524,angle_mod_1932_1,-44582.16308361732,Collapsing Bounds
1722,angle_mod_1250_1,-44435.61022411832,Collapsing Bounds
671,angle_mod_2301_1,-44340.63176871696,Collapsing Bounds
1139,angle_mod_2311_1,-44325.79055541165,Collapsing Bounds
1882,angle_mod_994_1,-44303.352014967335,Collapsing Bounds
244,angle_mod_1218_1,-44197.33011825361,Collapsing Bounds
596,angle_mod_338_1,-44161.665023356974,Collapsing Bounds
94,angle_mod_2101_1,-43944.54695933466,Collapsing Bounds
2353,angle_mod_1830_1,-43886.16290656981,Collapsing Bounds
739,angle_mod_2062_1,-43668.07255874029,Collapsing Bounds
683,angle_mod_1311_1,-43646.362763129706,Collapsing Bounds
72,angle_mod_155_1,-43480.77401068235,Collapsing Bounds
542,angle_mod_1278_1,-43387.73803858137,Collapsing Bounds
2030,angle_mod_2149_1,-43384.451978272795,Collapsing Bounds
947,angle_mod_1402_1,-43341.10707146152,Collapsing Bounds
2050,angle_mod_1677_1,-43218.88507976673,Collapsing Bounds
433,angle_mod_1537_1,-42946.5401523255,Collapsing Bounds
2048,angle_mod_1227_1,-42888.42441577469,Collapsing Bounds
1336,angle_mod_2130_1,-42763.194427319344,Collapsing Bounds
2110,angle_mod_1902_1,-42757.02386795601,Collapsing Bounds
1717,angle_mod_1745_1,-42703.632332330184,Collapsing Bounds
122,angle_mod_179_1,-42548.2358261626,Collapsing Bounds
405,angle_mod_123_1,-42534.24881160211,Collapsing Bounds
1371,angle_mod_1874_1,-42342.11360560724,Collapsing Bounds
2428,angle_mod_1718_1,-42340.00867723476,Collapsing Bounds
1543,angle_mod_429_1,-42310.73555568986,Collapsing Bounds
1207,angle_mod_1481_1,-42252.65408000471,Collapsing Bounds
2024,angle_mod_536_1,-42232.50018694657,Collapsing Bounds
594,angle_mod_292_1,-42131.175069852005,Collapsing Bounds
1294,angle_mod_2223_1,-42080.7398356881,Collapsing Bounds
1077,angle_mod_2002_1,-42043.647041883596,Collapsing Bounds
2206,angle_mod_2210_1,-42004.68975799203,Collapsing Bounds
108,angle_mod_1404_1,-41886.46064585366,Collapsing Bounds
846,angle_mod_1316_1,-41820.043329267246,Collapsing Bounds
1636,angle_mod_1752_1,-41661.17309685996,Collapsing Bounds
414,angle_mod_2225_1,-41512.59569946655,Collapsing Bounds
1891,angle_mod_351_1,-41456.35228529266,Collapsing Bounds
1952,angle_mod_737_1,-41400.33349423032,Collapsing Bounds
750,angle_mod_1863_1,-41240.363734618986,Collapsing Bounds
2484,angle_mod_1667_1,-41233.0674495288,Collapsing Bounds
854,angle_mod_1896_1,-41046.62145226844,Collapsing Bounds
642,angle_mod_683_1,-41043.49823447014,Collapsing Bounds
1749,angle_mod_2352_1,-40978.40839457325,Collapsing Bounds
1609,angle_mod_203_1,-40856.52898584133,Collapsing Bounds
1208,angle_mod_797_1,-40508.885810249114,Collapsing Bounds
1314,angle_mod_627_1,-40464.84584926725,Collapsing Bounds
1225,angle_mod_133_1,-40080.598559877624,Collapsing Bounds
2477,angle_mod_2362_1,-39969.48990732306,Collapsing Bounds
796,angle_mod_523_1,-39882.99866080402,Collapsing Bounds
2080,angle_mod_1369_1,-39820.8128253853,Collapsing Bounds
790,angle_mod_1770_1,-39783.26164998392,Collapsing Bounds
217,angle_mod_1127_1,-39670.18735921115,Collapsing Bounds
2051,angle_mod_1698_1,-39654.06816366496,Collapsing Bounds
1659,angle_mod_413_1,-39471.037264277504,Collapsing Bounds
1805,angle_mod_828_1,-38941.59532647485,Collapsing Bounds
1365,angle_mod_324_1,-38822.60393724451,Collapsing Bounds
1116,angle_mod_715_1,-38795.00664123506,Collapsing Bounds
1101,angle_mod_1638_1,-38681.78372914581,Collapsing Bounds
1967,angle_mod_625_1,-38046.655949184315,Collapsing Bounds
1962,angle_mod_1499_1,-37077.779657209096,Collapsing Bounds
1142,angle_mod_1244_1,-36581.90340226526,Collapsing Bounds
2183,angle_mod_696_1,-36570.169933069075,Collapsing Bounds
350,angle_mod_1389_1,-35576.063945541566,Collapsing Bounds
2406,angle_mod_1935_1,-35566.51939787446,Collapsing Bounds
93,angle_mod_968_1,-35273.6418652357,Collapsing Bounds
2632,angle_mod_1169_1,-34935.76795523929,Collapsing Bounds
248,angle_mod_1920_1,-34866.38356915902,Collapsing Bounds
1823,angle_mod_82_1,-34398.617193812046,Collapsing Bounds
1085,angle_mod_1511_1,-33881.63593040734,Collapsing Bounds
1585,angle_mod_1841_1,-33237.8231338517,Collapsing Bounds
1121,angle_mod_596_1,-32978.24536793248,Collapsing Bounds
1100,angle_mod_2014_1,-32910.28788782282,Collapsing Bounds
1757,angle_mod_2217_1,-32669.17141830378,Collapsing Bounds
246,angle_mod_948_1,-32637.748179168328,Collapsing Bounds
2184,angle_mod_1580_1,-32605.15225040588,Collapsing Bounds
466,angle_mod_725_1,-31996.338046165114,Collapsing Bounds
190,angle_mod_773_1,-31274.80657001145,Collapsing Bounds
1339,angle_mod_373_1,-31246.273009960652,Collapsing Bounds
402,angle_mod_573_1,-30842.211853633693,Collapsing Bounds
537,angle_mod_882_1,-30671.868473548995,Collapsing Bounds
1990,angle_mod_127_1,-30078.947720214906,Collapsing Bounds
916,mod_286_1,-29818.796103853347,Standard
1270,mod_248_1,-29793.545832686443,Standard
1513,mod_271_1,-29783.523034811933,Standard
1801,mod_285_1,-29750.677571496515,Standard
1373,mod_123_1,-29735.477303975513,Standard
658,angle_mod_400_1,-29692.355279987125,Collapsing Bounds
1684,mod_103_1,-29676.17671063287,Standard
2601,mod_112_1,-29633.48420225056,Standard
2381,angle_mod_2027_1,-29620.76705209177,Collapsing Bounds
767,mod_94_1,-29526.485994019782,Standard
2370,angle_mod_233_1,-29515.789051275107,Collapsing Bounds
927,mod_269_1,-29451.223663415567,Standard
2352,mod_236_1,-29433.638960528733,Standard
1211,mod_157_1,-29421.830303780167,Standard
1458,mod_267_1,-29421.61632661378,Standard
219,angle_mod_1577_1,-29403.016809897563,Collapsing Bounds
1305,mod_321_1,-29375.396749286814,Standard
1235,mod_83_1,-29351.765494658728,Standard
1787,mod_143_1,-29345.426560348926,Standard
2661,mod_217_1,-29318.682126726762,Standard
322,mod_170_1,-29283.11193454513,Standard
1888,mod_342_1,-29261.72933523193,Standard
1140,mod_268_1,-29207.04343270529,Standard
2628,mod_145_1,-29200.2877954017,Standard
1405,mod_318_1,-29188.493195940715,Standard
2162,mod_328_1,-29182.127648919464,Standard
165,mod_310_1,-29156.766844471713,Standard
372,mod_171_1,-29155.94233837659,Standard
736,mod_232_1,-29155.22974152061,Standard
2664,mod_169_1,-29151.14935612319,Standard
2366,mod_220_1,-29150.792440091285,Standard
1118,angle_mod_345_1,-29126.10700385585,Collapsing Bounds
6,mod_150_1,-29108.593743391204,Standard
2590,angle_mod_2354_1,-29072.59353863175,Collapsing Bounds
2313,mod_90_1,-29068.296891681188,Standard
486,mod_331_1,-29064.092326394053,Standard
751,mod_265_1,-29022.86595065802,Standard
1705,angle_mod_452_1,-29011.68170314324,Collapsing Bounds
662,mod_297_1,-29005.24968881173,Standard
2731,mod_64_1,-29004.43909848551,Standard
1442,mod_96_1,-28977.818433161297,Standard
422,mod_327_1,-28975.52148704323,Standard
131,mod_243_1,-28968.85407634991,Standard
196,mod_330_1,-28948.839577354312,Standard
2083,mod_312_1,-28892.88954123854,Standard
179,mod_202_1,-28886.919253543423,Standard
774,mod_137_1,-28871.988422130373,Standard
1060,mod_252_1,-28870.620632095328,Standard
1854,mod_179_1,-28844.528468366472,Standard
2294,mod_308_1,-28833.678985251157,Standard
2496,mod_309_1,-28830.876646178935,Standard
2404,mod_299_1,-28825.08207936909,Standard
2389,mod_277_1,-28809.190577334582,Standard
385,mod_167_1,-28803.681889745956,Standard
284,mod_131_1,-28779.095797146092,Standard
1605,mod_210_1,-28765.440790657787,Standard
2368,mod_45_1,-28755.029880500813,Standard
261,mod_263_1,-28753.896627010974,Standard
103,mod_214_1,-28720.141267064868,Standard
2582,mod_104_1,-28703.07040651251,Standard
1874,mod_250_1,-28672.450613211742,Standard
1551,mod_314_1,-28661.37447047105,Standard
696,mod_273_1,-28654.881717026965,Standard
2636,mod_283_1,-28640.870943786464,Standard
1930,mod_227_1,-28638.777024407802,Standard
2220,mod_105_1,-28627.079793038174,Standard
2111,mod_241_1,-28602.82962736656,Standard
1063,mod_317_1,-28599.295771257373,Standard
1901,mod_62_1,-28577.450913774595,Standard
153,mod_255_1,-28576.163397539778,Standard
822,mod_82_1,-28571.225004290005,Standard
1185,mod_229_1,-28565.23870682618,Standard
1734,mod_293_1,-28564.645684273324,Standard
1629,mod_284_1,-28541.64065106649,Standard
1413,mod_162_1,-28539.509349913078,Standard
2063,mod_200_1,-28522.888713423232,Standard
548,mod_242_1,-28519.138079138473,Standard
853,mod_290_1,-28503.42965053501,Standard
2483,mod_132_1,-28502.199865391005,Standard
1474,mod_55_1,-28495.4199438715,Standard
305,mod_259_1,-28493.18713124673,Standard
2037,mod_81_1,-28465.091408447617,Standard
336,mod_127_1,-28459.265874431516,Standard
185,mod_88_1,-28446.49824094975,Standard
1245,mod_177_1,-28438.611980722737,Standard
2432,mod_108_1,-28419.366302946644,Standard
1397,mod_174_1,-28392.810301914542,Standard
2017,mod_319_1,-28379.97873235545,Standard
1090,mod_301_1,-28335.981891574284,Standard
2472,mod_149_1,-28310.759456795586,Standard
1603,mod_75_1,-28287.752802089628,Standard
558,mod_184_1,-28267.005335880825,Standard
1204,mod_291_1,-28260.187930689135,Standard
1992,mod_134_1,-28245.377121542744,Standard
1029,mod_205_1,-28242.009277387242,Standard
2326,mod_261_1,-28238.793930274343,Standard
1730,mod_19_1,-28237.04027220048,Standard
1536,mod_206_1,-28226.64758335701,Standard
2194,mod_113_1,-28216.128572224967,Standard
2698,mod_313_1,-28212.288825713542,Standard
2520,mod_173_1,-28207.957472851504,Standard
1347,mod_225_1,-28196.99133195618,Standard
2130,mod_187_1,-28188.972458935677,Standard
1011,mod_204_1,-28183.84735857085,Standard
1111,mod_213_1,-28174.430045050103,Standard
1917,mod_335_1,-28168.501645047112,Standard
1279,mod_136_1,-28154.323786456793,Standard
2044,mod_122_1,-28138.88748546083,Standard
116,mod_185_1,-28137.988212738714,Standard
69,mod_146_1,-28102.77942398564,Standard
2410,angle_mod_1036_1,-28101.16144528616,Collapsing Bounds
695,mod_16_1,-28099.300853039425,Standard
1145,mod_141_1,-28092.59313495741,Standard
1991,angle_mod_824_1,-28069.751963535527,Collapsing Bounds
1561,mod_178_1,-28059.879863304417,Standard
1079,mod_244_1,-28035.44072655445,Standard
1164,mod_116_1,-28028.790833793402,Standard
1732,mod_339_1,-28025.10232308688,Standard
65,mod_238_1,-28022.15440630364,Standard
296,mod_189_1,-28020.38119717229,Standard
810,mod_199_1,-28005.720003477218,Standard
1960,mod_118_1,-27992.656814295977,Standard
359,mod_85_1,-27991.259454898263,Standard
839,mod_156_1,-27977.17521796105,Standard
993,mod_253_1,-27972.572085249187,Standard
2138,angle_mod_655_1,-27968.01186041514,Collapsing Bounds
199,mod_275_1,-27958.817118280553,Standard
570,mod_215_1,-27937.3080872901,Standard
1460,mod_322_1,-27928.826321275414,Standard
1232,mod_209_1,-27888.3586442383,Standard
1291,mod_95_1,-27888.21190578305,Standard
2261,mod_69_1,-27885.93202792834,Standard
1592,mod_181_1,-27860.055516535587,Standard
2452,mod_260_1,-27848.45416929396,Standard
2638,mod_329_1,-27827.39753197855,Standard
747,mod_320_1,-27804.939651419074,Standard
2542,mod_124_1,-27798.682435630933,Standard
1128,mod_287_1,-27784.95845621449,Standard
1069,mod_194_1,-27743.29747100436,Standard
1771,mod_114_1,-27740.27177082239,Standard
882,mod_117_1,-27737.433295828836,Standard
1114,mod_99_1,-27736.274646842077,Standard
1945,mod_231_1,-27717.945053054682,Standard
2439,mod_52_1,-27715.382288810837,Standard
21,mod_279_1,-27704.35068992266,Standard
2285,mod_164_1,-27700.764758073212,Standard
249,mod_326_1,-27675.207788388325,Standard
1586,mod_22_1,-27670.028950817843,Standard
1266,mod_161_1,-27642.06943855287,Standard
2475,mod_91_1,-27628.842439949538,Standard
489,mod_274_1,-27623.65575418215,Standard
1471,mod_119_1,-27589.1973131926,Standard
813,mod_176_1,-27577.115227531318,Standard
2142,mod_73_1,-27558.84677983753,Standard
101,mod_71_1,-27557.363820051112,Standard
2390,mod_298_1,-27528.111139521152,Standard
2405,mod_333_1,-27522.431976981952,Standard
864,mod_101_1,-27505.197752511827,Standard
270,mod_92_1,-27495.511012656258,Standard
235,mod_51_1,-27483.621371839512,Standard
1097,mod_182_1,-27476.234528226683,Standard
1972,mod_289_1,-27473.582845526376,Standard
598,mod_281_1,-27466.38287622915,Standard
538,mod_192_1,-27459.934950572555,Standard
1497,mod_226_1,-27449.91557905358,Standard
1696,mod_338_1,-27441.061995208525,Standard
1573,mod_302_1,-27435.230664515104,Standard
24,mod_107_1,-27426.983068144007,Standard
1387,mod_80_1,-27426.394776874313,Standard
1986,mod_4_1,-27410.5166760871,Standard
783,mod_249_1,-27401.869989951556,Standard
1612,mod_139_1,-27388.39491339051,Standard
2532,mod_87_1,-27378.989492469813,Standard
2728,mod_201_1,-27343.87060201711,Standard
517,mod_31_1,-27306.35093360409,Standard
965,mod_20_1,-27291.40554268958,Standard
2387,mod_12_1,-27283.859312596254,Standard
1331,mod_233_1,-27264.427729970932,Standard
1435,mod_135_1,-27263.578299395253,Standard
2258,mod_86_1,-27256.09324334704,Standard
711,mod_224_1,-27251.524453283542,Standard
1841,mod_303_1,-27240.639861964224,Standard
1943,mod_54_1,-27227.32737138423,Standard
2693,mod_190_1,-27189.440835829835,Standard
135,mod_306_1,-27167.791772516986,Standard
412,mod_93_1,-27164.84581047113,Standard
568,mod_70_1,-27159.627713465114,Standard
552,mod_307_1,-27147.79180239566,Standard
1852,mod_246_1,-27144.735753519846,Standard
1024,mod_341_1,-27138.110599012994,Standard
670,mod_278_1,-27118.767287364495,Standard
408,mod_130_1,-27113.076975564127,Standard
2714,mod_128_1,-27107.38853272691,Standard
887,angle_mod_104_1,-27072.450767325136,Collapsing Bounds
50,mod_111_1,-27056.596043683632,Standard
1639,mod_142_1,-27035.350426219356,Standard
2559,angle_mod_140_1,-27002.453086047306,Collapsing Bounds
2248,mod_125_1,-26983.71498533341,Standard
1971,mod_323_1,-26956.958625182157,Standard
1694,mod_18_1,-26942.574921863164,Standard
1932,mod_42_1,-26896.587630525788,Standard
1824,mod_74_1,-26886.460775989734,Standard
532,mod_311_1,-26840.138018688234,Standard
1282,mod_6_1,-26797.515894163964,Standard
2465,mod_325_1,-26780.27391132437,Standard
776,mod_7_1,-26768.72453281631,Standard
12,mod_296_1,-26760.852904435713,Standard
797,mod_160_1,-26759.09177734773,Standard
1370,mod_17_1,-26756.048372480254,Standard
1922,mod_159_1,-26751.771671940787,Standard
1873,mod_35_1,-26710.75512924345,Standard
2588,mod_48_1,-26689.13438609152,Standard
2710,mod_256_1,-26685.017308337265,Standard
2363,mod_109_1,-26637.779068482123,Standard
1584,mod_247_1,-26615.931238303736,Standard
499,mod_203_1,-26614.25675467163,Standard
404,mod_0_1,-26591.158943032922,Standard
1191,mod_100_1,-26577.762109658233,Standard
1410,mod_38_1,-26576.639853351036,Standard
1498,mod_43_1,-26553.504129099336,Standard
651,mod_106_1,-26540.31335635925,Standard
2659,mod_72_1,-26539.21703197111,Standard
1309,mod_264_1,-26496.106493915897,Standard
1870,mod_315_1,-26472.899148679346,Standard
2506,mod_165_1,-26469.728967229763,Standard
1899,mod_207_1,-26422.80776296829,Standard
1360,mod_337_1,-26408.43820975464,Standard
633,angle_mod_800_1,-26397.532005904617,Collapsing Bounds
2109,mod_304_1,-26380.88426883666,Standard
373,mod_258_1,-26380.407044055268,Standard
2231,mod_294_1,-26368.819196952238,Standard
1810,mod_8_1,-26352.62728870945,Standard
1777,mod_58_1,-26340.793567998833,Standard
1429,mod_5_1,-26286.308979481666,Standard
1447,mod_79_1,-26272.367210438053,Standard
992,mod_36_1,-26268.402295318396,Standard
2122,mod_168_1,-26257.6845132443,Standard
1751,angle_mod_668_1,-26233.743842564763,Collapsing Bounds
1712,mod_154_1,-26230.886955649894,Standard
2115,mod_24_1,-26190.206525507143,Standard
2569,mod_295_1,-26121.83009413853,Standard
1555,mod_251_1,-26119.135839231116,Standard
734,mod_57_1,-26116.136659537,Standard
2281,angle_mod_1261_1,-26065.667954474047,Collapsing Bounds
2401,mod_13_1,-26061.263605939952,Standard
198,mod_10_1,-26038.557756226943,Standard
2414,mod_221_1,-26035.058922754986,Standard
1031,mod_60_1,-26024.0426155207,Standard
473,mod_46_1,-26007.68343391696,Standard
881,mod_228_1,-25991.27758512824,Standard
2073,mod_129_1,-25898.308983011622,Standard
2499,mod_29_1,-25880.888682545017,Standard
2486,mod_2_1,-25874.603367165746,Standard
941,mod_77_1,-25853.227097857638,Standard
1330,mod_56_1,-25826.91098977815,Standard
2643,angle_mod_2047_1,-25811.099692175438,Collapsing Bounds
1507,mod_158_1,-25773.638948936263,Standard
181,mod_67_1,-25742.444729481744,Standard
2263,mod_172_1,-25727.52783692807,Standard
1724,mod_155_1,-25646.667502467055,Standard
1538,mod_63_1,-25634.4420763348,Standard
2684,mod_25_1,-25577.875963266146,Standard
410,mod_219_1,-25472.42815938476,Standard
328,mod_84_1,-25442.1968822543,Standard
1984,mod_78_1,-25427.86943510914,Standard
2441,mod_237_1,-25408.52418069283,Standard
220,mod_222_1,-25397.42942536213,Standard
1372,mod_272_1,-25386.38556073551,Standard
551,mod_27_1,-25379.632958619994,Standard
1836,mod_180_1,-25333.820425489626,Standard
1904,mod_15_1,-25252.52084700739,Standard
504,mod_89_1,-25188.44319771543,Standard
624,mod_239_1,-25181.857020046697,Standard
1853,mod_23_1,-25132.84319771043,Standard
1109,mod_76_1,-25119.499923241143,Standard
501,mod_66_1,-25088.70917577319,Standard
298,mod_166_1,-25087.391210885486,Standard
2351,mod_53_1,-25048.162877115792,Standard
2144,mod_216_1,-24934.24678255445,Standard
1511,mod_14_1,-24919.105738273855,Standard
1462,mod_288_1,-24855.691852187814,Standard
1905,mod_270_1,-24787.828961676358,Standard
358,angle_mod_73_1,-24575.756860996764,Collapsing Bounds
449,mod_50_1,-24497.941731419676,Standard
520,mod_254_1,-24374.04443167591,Standard
151,mod_30_1,-24301.335416934562,Standard
1743,mod_102_1,-24203.198137906344,Standard
2092,mod_32_1,-24194.016990014716,Standard
1553,mod_34_1,-24166.846266268283,Standard
2679,mod_305_1,-24129.336106139832,Standard
907,mod_140_1,-24083.602298031943,Standard
975,mod_300_1,-24055.96228573045,Standard
835,mod_121_1,-24008.05587706056,Standard
383,mod_188_1,-23945.849846944744,Standard
2672,mod_186_1,-23943.018978204014,Standard
280,mod_1_1,-23883.22249571945,Standard
1667,mod_115_1,-23842.72906412782,Standard
2325,mod_148_1,-23773.23846238537,Standard
434,mod_262_1,-23671.14261369632,Standard
1799,angle_mod_296_1,-23625.541070790587,Collapsing Bounds
1013,mod_61_1,-23537.966115350886,Standard
347,mod_126_1,-23409.463800009737,Standard
606,mod_147_1,-23401.02777851537,Standard
2237,mod_152_1,-23326.0534766884,Standard
2402,mod_276_1,-23267.858786683202,Standard
2392,mod_332_1,-23262.20316451908,Standard
2095,mod_257_1,-23257.30815082678,Standard
1570,mod_197_1,-23102.2165158906,Standard
2066,mod_65_1,-23100.60663543287,Standard
1826,mod_211_1,-23022.49201713993,Standard
2536,mod_68_1,-22957.07005759097,Standard
1525,mod_334_1,-22800.02028398987,Standard
945,mod_98_1,-22777.691574403947,Standard
820,mod_208_1,-22773.931117920125,Standard
2304,mod_3_1,-22767.989339244294,Standard
1863,mod_196_1,-22727.350827006234,Standard
632,mod_110_1,-22675.99301682591,Standard
2007,mod_163_1,-22560.574110012956,Standard
2554,mod_153_1,-22424.39332881683,Standard
238,mod_234_1,-22420.460085524865,Standard
97,angle_mod_1238_1,-22419.628309709486,Collapsing Bounds
451,mod_235_1,-22377.524521167572,Standard
1979,angle_mod_2036_1,-22329.817685367772,Collapsing Bounds
1042,mod_340_1,-22226.178240730536,Standard
2297,mod_28_1,-22194.68103350027,Standard
1058,mod_37_1,-22111.103530206234,Standard
936,angle_mod_1547_1,-22104.710509049128,Collapsing Bounds
1502,angle_mod_1436_1,-21598.331911312056,Collapsing Bounds
2028,mod_175_1,-21555.992936727987,Standard
630,angle_mod_1215_1,-21521.971597043565,Collapsing Bounds
943,mod_212_1,-21252.87453155777,Standard
2100,mod_191_1,-21130.972422864845,Standard
964,mod_245_1,-20861.056508300328,Standard
770,angle_mod_1727_1,-20758.37583163463,Collapsing Bounds
954,mod_183_1,-20740.91781032538,Standard
2339,mod_324_1,-20690.94967207365,Standard
2176,mod_144_1,-20513.162002968555,Standard
133,mod_26_1,-20351.591740341464,Standard
2681,mod_240_1,-20305.906888454578,Standard
2301,mod_133_1,-20256.55210459324,Standard
678,mod_151_1,-20253.621003347653,Standard
472,mod_223_1,-20109.27448337028,Standard
1969,mod_266_1,-20071.82833242677,Standard
1475,mod_230_1,-19853.511788021056,Standard
225,angle_mod_2072_1,-19842.18610194516,Collapsing Bounds
637,angle_mod_1700_1,-19707.6494982339,Collapsing Bounds
222,mod_47_1,-19702.12673791397,Standard
2686,angle_mod_253_1,-19369.707354738082,Collapsing Bounds
1229,mod_120_1,-19294.302318949063,Standard
487,mod_11_1,-19249.3376301047,Standard
2022,mod_39_1,-19216.96769172013,Standard
2185,angle_mod_1979_1,-18916.82071123934,Collapsing Bounds
256,angle_mod_270_1,-18847.994776726297,Collapsing Bounds
339,angle_mod_1388_1,-18778.289911473697,Collapsing Bounds
145,mod_193_1,-18572.056603468332,Standard
1242,mod_198_1,-18362.610037542774,Standard
585,angle_mod_1686_1,-18085.22560998088,Collapsing Bounds
1949,angle_mod_1134_1,-17473.224902776874,Collapsing Bounds
1615,mod_9_1,-17407.953850519345,Standard
2708,mod_33_1,-16729.215111041027,Standard
1619,angle_mod_1379_1,-15699.152617355394,Collapsing Bounds
275,angle_mod_1721_1,-15359.551323409083,Collapsing Bounds
2180,angle_mod_679_1,-15067.734662752897,Collapsing Bounds
1699,mod_292_1,-15017.241398620172,Standard
1308,angle_mod_2258_1,-14627.913715636649,Collapsing Bounds
125,angle_mod_2013_1,-14136.133991229792,Collapsing Bounds
2703,angle_mod_1016_1,-13837.730077095599,Collapsing Bounds
723,angle_mod_958_1,-13735.121770819882,Collapsing Bounds
1112,angle_mod_1815_1,-10705.775688398651,Collapsing Bounds
906,angle_mod_503_1,-8273.47107428345,Collapsing Bounds
1606,angle_mod_1816_1,-8071.469991219456,Collapsing Bounds
2623,angle_mod_156_1,-7860.467131427948,Collapsing Bounds
388,angle_mod_174_1,-6953.534788431454,Collapsing Bounds
2203,mod_49_1,-5091.791819111288,Standard
461,angle_mod_1960_1,-4634.463050985134,Collapsing Bounds
85,mod_280_1,-4615.303274005957,Standard
1650,mod_59_1,-4063.475936902909,Standard
1081,mod_21_1,-3687.966612140219,Standard
224,angle_mod_118_1,-2454.3453463276237,Collapsing Bounds
2086,angle_mod_1017_1,-1446.0284063340441,Collapsing Bounds
1568,angle_mod_184_1,-656.6056212757321,Collapsing Bounds
614,angle_mod_1757_1,2021.012024439413,Collapsing Bounds
468,angle_mod_230_1,2182.730868706465,Collapsing Bounds
1829,angle_mod_1114_1,2573.246681932491,Collapsing Bounds
1794,angle_mod_629_1,4253.426476041059,Collapsing Bounds
2308,angle_mod_1723_1,9475.863563855863,Collapsing Bounds
2560,angle_mod_1256_1,10187.75481210919,Collapsing Bounds
843,angle_mod_1253_1,10661.255570977242,Collapsing Bounds
2615,angle_mod_1978_1,12508.795831179275,Collapsing Bounds
2212,angle_mod_2139_1,12915.807360042672,Collapsing Bounds
